ZWC 480
NAW 420
MUN -270
MQX 180
SLI 120
BNN 120
JSR 360
PGK 420
AVP -240
YQI -180
MXT 180
ZAL -240
AGC -240
SLZ -180
BES 120
SHC 180
TUC -180
SJI 480
VLI 660
SDP -480
DPS 480
TPP -300
YPJ -240
NOJ 360
KWL 480
YRB -300
RCP -480
PHX -420
BJR 180
RAO -180
ODN 480
BGO 120
CEZ -360
YZZ -420
LIS 60
MOQ 180
BMO 390
KVC -480
GYS 480
JNZ 480
PLQ 180
AFS 300
UTH 420
YHI -360
DWD 180
FGU -600
ULY 240
ESB 180
WUS 480
TFN 60
SXF 120
URT 420
SBA -420
GMP 540
PLH 60
OLM -420
LKH 480
KWP -480
WIC 60
BLD -420
ILZ 120
UIP 120
CLA 360
GOI 330
GDN 120
SKX 180
TMT -240
MJF 120
KTW 120
KIR 60
CEM -480
LAD 60
YQL -360
CCU 330
OHD 120
BOA 60
ZGS -240
JEG -120
MKQ 540
YNA -240
HEK 480
XQP -360
JOE 180
YSL -180
MKY 600
VIG -270
CAZ 600
FAC -600
KUV 540
MRD -270
ULV 240
SNU -240
UBP 420
PEC -480
FKI 120
AHN -240
SMO -420
PIA -300
MPM 120
SCL -240
GCW -420
MRV 240
PKC 720
NSI 60
WEF 480
BAX 420
NQY 60
BZN -360
AEI 120
NCU 300
BGR -240
OOL 600
SDK 480
NEW -300
AKB -540
UTS 240
MXN 120
CKB -240
RAR -600
BMI -300
PGF 120
CCP -240
PBD 330
WAE 180
PTG 120
GOM 120
EKO -420
AOE 180
PPL 345
TOH 660
VBV 720
KEM 180
BUF -240
NPE 720
BOS -240
ZQN 720
VEL -360
UNN 420
SVS -480
ACX 480
TKX -600
LFM 270
MBI 180
BVG 120
YPX -240
JMK 180
PLS -240
OGN 540
VIX -180
AXP -240
FTY -240
LFT -300
MML -300
IWA 240
GOP 330
PAT 330
AKV -240
ATK -480
MOB -300
MSS -240
YFC -180
GSE 120
JOI -180
RNN 120
DUS 120
HUQ 120
KPY -480
DIL 540
RIC -240
GRJ 120
XBE -300
AEX -300
CAK -240
PVD -240
SCU -240
CDR -360
AHO 120
LKG 180
DAV -300
DSK 300
IPL -420
PIN -240
FIE 60
TKP -600
YJT -150
UNA -180
CKZ 180
PHC 60
BBO 180
POM 600
ABR -300
USK 240
ONP -420
DIU 330
KWE 480
AUR 120
IXS 330
TWA -480
KLX 180
EJH 180
EBL 180
PSE -240
SKB -240
HOE 420
KTA 480
AGB 120
WBM 600
YVZ -300
CYI 480
YBW -420
CXJ -180
YSM -360
DPL 480
LKE -420
BRM -270
SHB 540
YYR -180
HGU 600
KMA 600
OMD 60
BRQ 120
AGN -480
ASV 180
ASB 300
BZZ 60
LUX 120
PTW -240
BZO 120
MRA 120
SDQ -240
GPA 180
HFE 480
SRQ -240
CPR -360
PJG 300
BWG -300
YTZ -240
BOJ 180
RAP -360
UAM 600
YYT -150
JJU -120
AST -420
MNI -240
YCK -360
QBC -420
HOD 180
SDF -240
CRD -180
ABM 600
WKJ 540
BNE 600
VRL 60
SDN 120
KAZ 540
ZLT -240
LUP -600
IXJ 330
TCB -240
LDN 345
PBH 360
SHD -240
TRD 120
SKN 120
ERZ 180
LYG 480
IXU 330
PHG 60
KGD 180
ZBF -180
BIR 345
KIF -300
RNA 660
DEN -360
SKZ 300
SIG -240
OZH 180
LAU 180
BJW 480
MIR 60
GND -240
YCM -240
EPU 180
OAJ -240
DRK -360
VVZ 60
SUG 480
SFT 120
AAL 120
TLV 180
ISA 600
REG 120
LNS -240
TRO 600
LUA 345
CJL 300
DME 180
LCX 480
HYA -240
HKT 420
FMN -360
ARN 120
OSK 120
KNS 600
JIU 480
MKL -300
WLG 720
MNA 540
BSG 60
MYJ 540
TJN -600
YUL -240
AET -480
YER -240
MOI -600
ROS -180
OVD 120
NER 600
BQL 600
TOG -480
JHB 480
RZR 270
PDG 420
LAS -420
KSQ 300
NAU -600
SUX -300
BDB 600
REP 420
TAR 120
ASD -240
ECP -300
BAL 180
NJF 180
RFP -600
ANI -480
KTS -480
VER -300
BHJ 330
KBC -480
LQN 270
LXS 180
TMP 180
YEL -240
TOY 540
URA 300
LKL 120
CZM -300
KLR 120
UYN 480
VQS -240
AGM -120
AXK 180
BWE 120
SJD -360
MHG 120
XCH 420
PTF 720
MKZ 480
UKX 540
BWT 600
TFS 60
LIG 120
WST -240
BPT -300
CZU -300
BIL -360
COL 60
KIT 180
VHC 60
BKA 240
NST 420
GTO 480
LBG 120
NRT 540
LPA 60
SVU 720
YIP -240
KDH 270
TZN -240
QQP 60
RES -180
PRI 240
CUC -300
VLD -240
SUF 120
GAF 60
OLB 120
CNX 420
WTL -480
ALP 180
NSK 480
DIN 420
YCG -420
HAM 120
CMI -300
MLX 180
RJL 120
XMY 600
SXB 120
YPL -300
TII 270
BGI -240
LGG 120
SZG 120
MWA -300
DOU -240
KGL 120
NAJ 300
FHU -420
DRS 120
KHH 480
FNC 60
DTW -240
LIT -300
GUM 600
MIA -240
IYK -420
AXT 540
KET 390
PKN 420
KRY 480
HFD -240
ADF 180
HFA 180
HDG 480
HYD 330
NBE 60
BTJ 420
MKK -600
YNB 180
PIB -300
WAA -480
BBI 330
NDC 330
CTD -300
PNK 420
SAX -300
BTT -480
CVJ -300
VFA 120
BUX 120
DIE 180
NUX 360
ETR 120
PSC -420
CAB 60
ARB -240
WVB 60
SHL 330
EAR -300
GUW 300
IPI -300
RBX 180
OSL 120
LUK -240
POZ 120
GDL -300
RDU -240
MQN 120
LUM 480
PKY 420
RBG -420
YHO -180
GEV 120
PBI -240
CMG -240
HDM 270
JAL -300
NBC 240
UEO 540
BRD -300
YXL -300
AUH 240
UDR 330
IXY 330
WYA 570
SGR -300
KXU -600
SPS -300
GTE 570
ODO 8
KNH 480
YFH -240
NKG 480
JUL -300
MZW 60
GAO -240
QRO -300
VGA 330
FBS -420
KAW 390
RKT 240
NGB 480
AKP -480
MVP -300
OWD -240
RKS -360
BEY 180
GMR -540
GUR 600
DUB 60
DZA 180
EOH -300
KOI 60
CRM 480
TSV 600
WUN 480
HZG 480
SNP -480
GIS 720
BTR -300
BWK 120
BNX 120
YGL -240
VKG 420
ZAJ 270
RDD -420
AQP -300
BFI -420
NGS 540
MYE 540
LTD 120
SEZ 240
CJS -360
OAZ 270
MAS 600
SME -240
PDP -180
AUU 600
NPL 720
PDT -420
KOV 360
CMH -240
YYU -240
MSU 120
BAG 480
DYU 300
GNU -480
WHK 720
TNC -480
YQB -240
EMK -480
MDT -240
IAM 60
YYL -300
TSS -240
SIN 480
PEG 120
COD -360
HOI -600
MUC 120
GXF 180
TYS -240
DOL 120
YRT -300
TGR 60
SVL 180
ERL 480
FLG -420
LCH -300
IQA -240
MGQ 180
CGI -300
WXN 480
MEH 120
YZT -420
AMM 180
PMY -180
PZH 300
PSA 120
SDJ 540
RAI -60
KMC 180
PVC -240
ONT -420
AOG 480
KPV -480
AJU -180
MNS 120
RPR 330
BJV 180
TMR 60
AKI -480
BAZ -240
PGM -480
LRR 270
KAN 60
MFU 120
OBX 600
EAA -480
UDI -180
BUZ 270
YCS -300
LST 600
MHU 600
BFV 420
CID -300
WNZ 480
GWY 60
BPF 660
BRI 120
YIN 480
TNO -360
RTM 120
MMB 540
BKI 480
HAS 180
SQO 120
BLZ 120
CAH 420
GYN -180
AFT 660
TMW 600
KVR 660
MTM -480
PTU -480
ROI 420
DHI 345
PTH -480
ITH -240
HAC 540
FSZ 540
TPI 600
HTA 600
KKU -480
TJA -240
MAT 60
BFF -360
IEV 180
GGG -300
TRV 330
VDM -180
OTD -300
HGH 480
RBH -480
DAB -240
AOJ 540
BRE 120
TIN 60
GYA -240
USM 420
BLR 330
MID -300
BLI -420
OAX -300
MRX 270
SRP 120
LZN 480
BCM 180
YLE -360
IAH -300
TCG 480
HLP 420
YEV -360
MKG -240
FUO 480
CVG -240
DUD 720
SGK 600
CAG 120
LSY 600
NQN -180
LPI 120
JTC -180
BUR -420
AIT -600
YPM -300
IXZ 330
KBV 420
TLC -300
GRO 120
LLU -120
DRG -480
SCE -240
SOW -420
NAA 600
TYF 120
CUF 120
CGH -180
ORD -300
BVV 660
ELQ 180
FSD -300
GOV 570
SMS 180
GES 480
GLA 60
GAE 60
FHZ -600
GMO 60
PGA -420
MXV 480
GAJ 540
VTU -240
INT -240
PYY 420
ILO 480
ICN 540
NCE 120
DIB 330
YAK -480
PVG 480
SHG -480
GLF -360
PIT -240
KMI 540
STX -240
EWB -240
YZP -420
REC -180
SGN 420
NAT -180
GPT -300
KRR 240
FJR 240
SPB -240
REX -300
TIH -600
PWQ 360
BKQ 600
IGU -180
KOS 420
TUU 180
MNU 390
YBR -300
VHZ -600
OBO 540
IXL 330
SFJ -120
PIS 120
DNZ 180
YOP -360
MDQ -180
CIZ -240
OXR -420
OMH 270
NBO 180
BCI 600
RXS 480
HHN 120
BAS 660
TEQ 180
OLA 120
LYA 480
MJN 180
NYA 360
MYG -240
VHM 120
SVG 120
ULO 480
LQM -300
AZD 270
PNQ 330
ANC -480
MAU -600
RCE -420
YQJ -420
RAB 600
GOA 120
CZL 60
NCL 60
CVM -300
FUE 60
HKD 540
PMF 120
RIY 180
ICT -300
BHO 330
BAH 180
KKI -480
BDH 270
ROV 240
ENI 480
HUE 180
RDM -420
EZE -180
CKX -480
ACU -300
LOH -300
KHM 390
SGU -360
FAE 60
LNV 600
YOW -240
IQM 480
IRC -480
ZGH 480
CSY 240
SRX 120
MMU -240
KOK 180
SJJ 120
FRD -420
FMY -240
KWN -480
PKP -600
CED 570
KEJ 420
AUQ -570
SPU 120
HNM -600
SAC -420
AUX -180
ZTH 180
CUL -360
ISG 540
BLK 60
BNY 660
YKF -240
LGB -420
MJM 120
FGI 780
KUO 180
CHQ 180
SAT -300
JHW -240
HAU 120
MSA -300
JPA -180
KMG 480
GTF -360
NGO 540
WUX 480
VBM -480
JAN -300
TWB 600
PIU -300
UGN -300
YYB -240
VVI -240
IXD 330
IJK 180
YXP -240
CYP 480
HUH -600
YXU -240
JCK 600
THE -180
KVD 300
ZGG 480
THS 420
HBT 180
IGM -420
PPT -600
TFI 600
TBZ 270
ISC 60
MMK 240
KGK -480
SDY -360
MNL 480
ELU 60
NOC 60
WBQ -480
FLS 600
SCC -480
PAD 120
AUG -240
RYG 120
FKS 540
BSB -180
DBV 120
KBL 270
AYT 180
ANR 120
MSO -360
LTQ 120
BGY 120
GEO -240
MBE 540
XMN 480
KMJ 540
MRO 720
UAP -570
ROR 540
NRA 600
BER 120
MYU -480
SIP 240
GRU -180
MQP 120
HRB 480
YRJ -240
MQF 360
PTY -300
CHG 480
PQI -240
GAY 330
ZHA 480
HAQ 300
DLG -480
IGA -240
JOG 420
TIU 720
PLP -300
BHS 600
UAH -570
GTS 570
JUZ 480
ZSA -240
CYO -240
PLW 480
WMN 180
AKR 60
YQX -150
CLP -480
VEE -480
CMB 330
RUM 345
INH 120
VRC 480
BYN 480
MNF 720
ODW -420
WKK -480
GER -240
TBJ 60
MEI -300
KAX 480
OKD 540
WGA 600
PIH -360
SLQ -480
AKN -480
DMU 330
JFR -120
LOD 660
LWO 180
CME -300
SML -240
FTU 180
SID -60
SLM 120
EOI 60
KKJ 540
RHP 345
CHS -240
YEI 180
YTF -240
CFU 180
ZRH 120
TCD -300
CUM -270
PAG 480
NAG 330
LCG 120
JRH 330
ATT -480
NSN 720
IOS -180
TEX -360
AUC -300
SIT -480
YOO -240
DEE 660
YYF -420
TQR 120
WKA 720
MJI 120
YXY -420
CSH 240
FAR -300
LGP 480
FOG 120
ZAZ 120
MEX -300
JOS 60
LSH 390
AUS -300
YOJ -360
AIA -360
GJL 60
PBJ 660
KCL -480
SGY -480
ZNE 480
YAV -420
MUB 120
DFW -300
HSN 480
ACP 270
CCS -270
ZCL -300
IHR 270
PEW 300
LXA 480
PNR 60
BQT 180
TBS 240
ODY 420
PXO 60
TGK 240
XFN 480
IPC -360
GEG -420
LXR 120
CAN 480
GET 480
EBH 60
CGD 480
SUV 720
PQQ 600
UPG 480
SUB 420
KWI 180
ADZ -300
LTX -300
KER 270
DJJ 540
CXR 420
KBP 180
BMY 660
IDR 330
BGF 60
PKG 480
BIM -240
LER 480
RLG 120
PSG -480
ERC 180
ASF 240
TKQ 180
FTA 660
SYB -480
STC -300
ADA 180
SVB 180
CAL 60
SZF 180
PMV -270
RNL 660
AIU -600
SCX -300
VCP -180
IAS 180
YYH -360
SJC -420
ELD -300
NTN 600
BIA 120
KGE 660
ZUH 480
HYN 480
UKK 360
LHR 60
HIL 180
MGT 570
YVR -420
BLL 120
JCB -180
REA -600
YYD -420
YIF -240
IZO 540
DOM -240
HPA 780
MSP -300
PAH -300
MYA 600
CSA 60
PBG -240
JIJ 180
NRL 60
WAG 720
FDF -240
INU 720
MWQ 390
BYO -240
BSR 180
YHR -240
SHV -300
TUL -300
EIN 120
YYY -240
RAE 180
TOD 480
UET 300
LEA 480
HYL -480
MDK 60
HAE -420
SHH -480
ULU 180
EAE 660
UKA 180
HME 60
MPL 120
JSU -120
VCE 120
LHE 300
GGW -360
BTS 120
LCE -360
BSO 480
LSC -240
CQM 120
CAC -180
YSR -240
LDE 120
BET -480
SLX -240
NAY 480
BIO 120
FNI 120
MLU -300
HOG -240
MHK -300
CER 120
GCN -420
GEA 660
YMK 360
LEJ 120
SAH 180
XBJ 270
BAU -180
VAA 180
ISU 180
KGA 120
PLJ -360
ACK -240
SWA 480
ALG 60
KHS 240
DXB 240
MES 420
IAR 240
EPR 480
EGV -300
LPL 60
STI -240
BUQ 120
IND -240
YVG -360
GCK -300
LPM 660
YPW -420
ADS -300
PJM -360
NTL 600
HKG 480
IAN -480
SHM 540
TGZ -300
KEW -300
ISM -240
FRU 360
IST 180
RSD -240
ROW -360
PSV 60
BFS 60
TVS 480
CNM -360
PKE 600
KYZ 480
CBG 60
URO 120
OPF -240
YCF -420
XSP 480
STD -270
BSC -300
MZH 180
FEN -120
LIN 120
SLU -240
MNG 570
MNT -480
BDD 600
VGD 180
EKS -360
BRC -180
OLP 570
PTP -240
DSN 480
DAT 480
HRK 180
NYM 360
MDE -300
KQT 300
PVR -300
WWP -480
RCH -300
DLA 60
YKT -420
VSG 180
DUR 120
DAC 360
TOU 660
HMI 480
JCH -120
RGL -180
AMH 180
YQR -360
PEZ 240
YCC -240
DOK 180
AGS -240
PCE -480
RVD -180
OLS -420
LBB -300
MOF 480
YDN -300
SDA 180
PMZ -360
AOO -240
YUY -240
YHK -360
GNS 420
BJB 270
CBT 60
ALO -300
PKZ 420
WNS 300
JNB 120
XSC -240
EQS -180
PUG 570
DLM 180
IXM 330
ASM 180
DOD 180
JAV -120
NNY 480
RGK 420
YNP -180
ZWS 480
CEG 60
BHR 345
SOM -270
TRK 480
AGT -240
TUN 60
YTM -240
RUT -240
CHA -240
FNL -360
HIA 480
MMG 480
PBU 390
LVI 120
YHM -240
YXX -420
WDH 60
FTE -180
BCN 120
PNL 120
FLR 120
MUZ 180
LGI -240
IOA 180
KQA -480
CMF 120
JNG 480
QRW 60
PLZ 120
YWH -420
GBD -300
VNS 330
VII 420
VIE 120
MSW 180
DVN -300
SFF -420
BMA 120
CRW -240
BDR -240
CUU -360
CJC -240
RSJ -420
BTI -480
SJU -240
ARH 240
TAG 480
KKH -480
YAM -240
YBX -240
SGD 120
YNY 540
LEB -240
WGP 480
MAA 330
ESC -240
HGD 600
LGK 480
MSZ 60
RYK 300
TSN 480
PKV 240
MDC 480
JGA 330
PBM -180
LAW -300
CDC -360
YVA 180
TMC 480
WLS 720
IAG -240
TJQ 420
DQA 480
WLK -480
BDU 120
LYI 480
HTS -240
MCG -480
KVL -480
SNN 60
CIT 360
NMA 300
MRS 120
DCM 120
SWF -240
OTH -420
IVR 600
MHD 270
EMD 600
TUS -420
TPA -240
POJ -180
BKW -240
ZFM -360
WSX -420
RUS 660
ABS 120
KSY 180
APF -240
MWX 540
BNK 600
SUJ 180
TNL 180
HHZ -600
YUD -240
CBH 60
PMI 120
VLN -270
NKM 540
SDU -180
MJK 480
FLL -240
EMA 60
KRO 360
PZO -270
YPZ -420
ESS 120
CLY 120
RRR -600
PSM -240
VIN 180
SRY 270
KCC -480
IQT -300
EIS -240
TGC 480
EVN 240
YZS -300
VDH 420
ZAD 120
FBM 120
OHH 660
HON -300
PTA -480
YWG -300
LBS 720
JMO 345
LIO -360
YQN -240
DAR 180
TLN 120
JHM -600
CHC 720
NLV 180
DLH -300
AFZ 270
ELP -360
MEL 600
LEV 720
YTD -300
NUK -600
PTK -240
MOG 390
HEL 180
JMU 480
IMF 330
XAP -180
HER 180
YSO -180
KSJ 180
HOQ 120
TGH 660
TBI -240
BHK 300
SSH 120
ZGU 660
GWT 120
ABQ -360
SGC 360
VGT -420
MCM 120
TOF 420
XNA -300
APL 120
COR -180
HBE 120
LMA -480
NUI -480
JGC -420
MMO -60
YSJ -180
YPO -240
KHZ -600
CEK 360
LGW 60
RVT 480
KZD 420
LBV 60
HKN 600
LAR -360
TYR -300
EAU -300
SUU -420
PFO 180
MVT -600
SNW 390
SFQ 180
BEW 120
SAF -360
FOC 480
DSA 60
OKI 540
CRV 120
KLF 180
KGF 360
DSM -300
RUD 270
QUO 60
TFF -240
XKH 420
